"respondent_id","gender","age","brand1","brand2","brand3","brand4","brand5","brand6","brand7","brand8","brand9","brand10"
6048,"Male",45,"Audi","Toyota","Daewoo","Lexus",,,,,,
6049,"Male",41,"Fiat","VW","Dodge",,,,,,,
6050,"Male",43,"Toyota","Chrysler","Peugeot","Volvo","VW",,,,,
6051,"Female",40,"Renault","Toyota","Lexus",,,,,,,
6052,"Male",,"BMW","Honda","Peugeot",,,,,,,
6053,"Male",34,"Lexus","Audi","VW",,,,,,,
6054,"Male",41,"Fiat","Toyota","Audi",,,,,,,
6055,"Female",45,"BMW","Hyundai","Dodge","VW","Toyota",,,,,
6056,"Female",44,"Mercedes","Opel","Chrysler","VW",,,,,,
6057,"Male",41,"Lexus","Toyota","VW","Dodge","Mercedes","Audi","Chrysler",,,
6058,"Male",28,"Chrysler","Opel","VW","Toyota","Daewoo","Ford",,,,
6059,"Male",52,"Toyota","Mercedes","Lexus",,,,,,,
6060,"Male",41,"Fiat","Lexus","Toyota","Honda","Hyundai",,,,,
6061,"Female",33,"BMW","Hyundai","Dodge","Daewoo","VW",,,,,
6062,"Male",58,"VW","Audi","Fiat","Lexus","Opel",,,,,
6063,"Male",37,"VW","Toyota","Honda",,,,,,,
6064,"Male",44,"BMW","VW",,,,,,,,
6065,"Male",40,"Audi",,,,,,,,,
6066,"Female",43,"Mercedes","Peugeot",,,,,,,,
6067,"Female",19,"Opel","Honda",,,,,,,,
6068,"Female",43,"Fiat",,,,,,,,,
6069,"Female",54,"VW","Ford","Honda",,,,,,,
6070,"Female",,"VW","Hyundai","Peugeot","BMW","Chrysler","Fiat","Daewoo",,,
6071,"Male",33,"Audi","BMW","Peugeot","Ford","Volvo","Porsche","Dodge","Lexus",,
6072,"Female",37,"BMW","Honda","Dodge","Fiat","VW","Opel",,,,
6073,"Female",43,"VW","Fiat","Ford","Porsche","Dodge",,,,,
6074,"Male",55,"Fiat","Audi","VW","Porsche","Opel",,,,,
6075,"Male",48,"Peugeot","Porsche","Ford","Dodge","Renault","Daewoo","Lexus",,,
6076,"Male",,"Mercedes","Fiat","Porsche","Audi","Chrysler","Dodge",,,,
6077,"Female",55,"Fiat","BMW","Opel","Audi","Ford","Honda",,,,
6078,"Male",38,"Ford","Dodge","Lexus","Volvo","VW",,,,,
6079,"Male",47,"Opel","VW",,,,,,,,
6080,"Male",45,"Fiat","VW","Lexus","Dodge","BMW",,,,,
6081,"Female",40,"Ford","Dodge","Volvo",,,,,,,
6082,"Male",,"Honda","Chrysler","Opel","Volvo",,,,,,
6083,"Male",35,"Porsche","BMW","Dodge",,,,,,,
6084,"Female",,"Mercedes","Ford","Peugeot","Hyundai",,,,,,
6085,"Female",37,"BMW","Audi","Honda","Toyota","Porsche","Opel","Lexus","Ford",,
6086,"Male",55,"Honda","BMW",,,,,,,,
6087,"Male",39,"Volvo","Toyota","BMW",,,,,,,
6088,"Male",37,"VW","Volvo","Peugeot","Porsche",,,,,,
6089,"Female",46,"Porsche","Ford",,,,,,,,
6090,"Female",37,"VW","Ford","Porsche","Audi",,,,,,
6091,"Female",49,"BMW","Peugeot","Renault","Volvo","VW",,,,,
6092,"Male",37,"Chrysler","BMW","Volvo","Daewoo","Fiat",,,,,
6093,"Female",41,"VW","Fiat","Honda",,,,,,,
6094,"Female",53,"Renault","Peugeot","Ford",,,,,,,
6095,"Female",25,"Dodge","Renault","Audi","Ford","VW","Volvo","BMW","Fiat","Chrysler",
6096,"Male",41,"Daewoo","Honda","VW",,,,,,,
6097,"Male",50,"Honda",,,,,,,,,
6098,"Female",54,"Audi","Ford","VW","BMW","Honda","Opel",,,,
6099,"Female",30,"Porsche","Ford","Daewoo","Dodge","Hyundai",,,,,
6100,"Male",36,"Lexus","BMW","Ford","Hyundai","Mercedes","VW","Audi",,,
6101,"Male",38,"Opel",,,,,,,,,
6102,"Male",29,"Lexus","Opel","Dodge","Renault","Chrysler",,,,,
6103,"Male",49,"Daewoo","Hyundai","Opel","Volvo",,,,,,
6104,"Female",38,"Lexus","Opel","Chrysler",,,,,,,
6105,"Male",30,"BMW","VW",,,,,,,,
6106,"Male",30,"Mercedes","Audi",,,,,,,,
6107,"Male",,"Toyota","Dodge",,,,,,,,
6108,"Male",41,"Porsche","Mercedes","VW","Fiat","Chrysler","Dodge",,,,
6109,"Female",,"Honda","BMW","VW","Ford",,,,,,
6110,"Male",47,"Toyota","Hyundai","Mercedes","Renault","Fiat","BMW",,,,
6111,"Male",50,"BMW","Volvo","VW",,,,,,,
6112,"Male",38,"VW","Honda","Porsche",,,,,,,
6113,"Male",25,"Toyota","VW","BMW","Dodge",,,,,,
6114,"Male",38,"Peugeot","BMW","Dodge",,,,,,,
6115,"Male",34,"VW","Fiat","Dodge","BMW","Daewoo","Chrysler",,,,
6116,,56,"Opel","Mercedes","Lexus",,,,,,,
6117,"Male",44,"Opel","Porsche","Ford","VW","BMW",,,,,
6118,"Female",,"Peugeot","Daewoo","Opel","Dodge",,,,,,
6119,"Female",,"Audi","Renault","Peugeot","Daewoo","VW","Volvo",,,,
6120,"Female",46,"Toyota","BMW",,,,,,,,
6121,"Male",48,"BMW","Ford","Volvo","VW",,,,,,
6122,"Male",29,"Volvo","Fiat","Ford",,,,,,,
6123,"Male",,"Ford","Volvo","Hyundai","BMW","Opel","Toyota",,,,
6124,"Male",27,"Toyota","Chrysler","Audi",,,,,,,
6125,"Female",48,"Ford","Chrysler","Renault","Mercedes",,,,,,
6126,"Female",25,"Porsche","Fiat","VW","BMW",,,,,,
6127,"Male",39,"VW","Audi","Peugeot",,,,,,,
6128,"Male",41,"Opel","VW",,,,,,,,
6129,"Female",18,"BMW","Ford","Fiat","Dodge","Hyundai",,,,,
6130,"Male",59,"Audi","Peugeot","Lexus","Renault",,,,,,
6131,"Female",30,"Fiat","BMW","Porsche","VW",,,,,,
6132,"Male",38,"Ford","VW","Volvo","BMW","Mercedes",,,,,
6133,"Male",46,"Opel","Ford",,,,,,,,
6134,"Male",30,"Fiat","Dodge",,,,,,,,
6135,"Female",41,"Audi","Lexus","Fiat","Hyundai","VW","Opel","Renault","BMW",,
6136,"Female",,"Renault","VW","Hyundai",,,,,,,
6137,"Female",55,"Daewoo","Honda","BMW",,,,,,,
6138,"Male",41,"Opel","Dodge","Renault","VW","Chrysler",,,,,
6139,"Male",,"Chrysler",,,,,,,,,
6140,"Male",31,"Honda",,,,,,,,,
6141,"Female",34,"Volvo","VW","BMW",,,,,,,
6142,"Male",33,"Opel","Dodge","Ford","VW","Mercedes",,,,,
6143,"Male",43,"Opel","Toyota","Ford","Porsche","Fiat",,,,,
6144,"Male",46,"Opel","BMW","Lexus",,,,,,,
6145,"Female",47,"VW","Volvo",,,,,,,,
6146,"Male",,"Mercedes",,,,,,,,,
6147,"Female",27,"Porsche","VW","Mercedes","Audi",,,,,,
6148,"Male",37,"Ford","Audi","Chrysler","BMW","Fiat",,,,,
6149,"Male",56,"Daewoo","VW","Volvo","Honda","Lexus","Dodge","Fiat","BMW",,
6150,"Female",50,"VW","Audi","Hyundai","Fiat","Honda","Ford",,,,
6151,"Male",31,"Fiat","Porsche","Audi",,,,,,,
6152,"Male",42,"Renault","Honda","Opel","Peugeot","Chrysler","Dodge",,,,
6153,"Male",34,"Volvo","Renault","Hyundai","Mercedes","Dodge",,,,,
6154,"Male",,"Ford",,,,,,,,,
6155,"Male",,"Audi","Honda","Dodge","BMW","Mercedes",,,,,
6156,"Male",39,"Daewoo","Honda","BMW","VW","Mercedes","Lexus","Volvo","Toyota",,
6157,"Female",29,"Dodge","Renault","Volvo","Honda","VW","Peugeot",,,,
6158,"Female",30,"Volvo","Mercedes","VW","Daewoo","Toyota","Honda",,,,
6159,"Male",44,"Toyota","Honda","VW",,,,,,,
6160,"Male",45,"Audi","Volvo","Opel","BMW","Porsche","Daewoo","Honda","Fiat",,
6161,"Male",42,"BMW","Fiat","Audi","Opel",,,,,,
6162,"Male",29,"BMW","Lexus",,,,,,,,
6163,"Male",20,"Fiat","VW","BMW",,,,,,,
6164,"Male",46,"Fiat","Chrysler","Lexus","Audi","VW",,,,,
6165,"Male",52,"Daewoo","VW","Honda","Porsche","Mercedes",,,,,
6166,"Male",50,"Chrysler","Peugeot","Porsche",,,,,,,
6167,"Male",,"Honda","Toyota","Opel","Daewoo",,,,,,
6168,"Male",31,"Hyundai","VW","Audi","Opel","Daewoo","Peugeot","Lexus",,,
6169,"Male",48,"Mercedes","Toyota","Ford","Audi",,,,,,
6170,"Male",34,"Mercedes","BMW",,,,,,,,
6171,"Female",56,"Opel","Ford",,,,,,,,
6172,"Male",58,"Hyundai","Peugeot","Mercedes","Ford","Honda","Audi",,,,
6173,"Male",63,"Chrysler","BMW","Porsche","VW","Honda","Renault","Ford",,,
6174,"Male",27,"Hyundai","VW","Toyota","Daewoo",,,,,,
6175,"Male",48,"BMW","Ford","Fiat",,,,,,,
6176,"Male",48,"Peugeot","Daewoo","Opel","BMW","VW",,,,,
6177,"Female",,"Porsche","Volvo","VW",,,,,,,
6178,"Male",39,"BMW","Honda","Opel","Ford",,,,,,
6179,"Male",46,"BMW","VW","Peugeot",,,,,,,
6180,"Female",52,"Opel","Mercedes","Toyota","Peugeot","Lexus",,,,,
6181,"Male",38,"Toyota","VW","Ford","Porsche","BMW","Daewoo","Opel",,,
6182,"Male",41,"Lexus","BMW","Audi",,,,,,,
6183,"Male",33,"BMW","Volvo","Chrysler","Hyundai",,,,,,
6184,"Male",47,"Mercedes","Lexus","BMW","Renault",,,,,,
6185,"Female",46,"Fiat",,,,,,,,,
6186,"Male",34,"Fiat",,,,,,,,,
6187,"Male",37,"VW","Chrysler","Toyota","Audi",,,,,,
6188,"Male",51,"Honda","Dodge",,,,,,,,
6189,"Male",43,"Peugeot","Audi",,,,,,,,
6190,"Male",39,"Mercedes","Toyota","Audi","Dodge","Lexus",,,,,
6191,"Female",,"Chrysler","Daewoo","VW","Fiat","Volvo",,,,,
6192,"Male",,"Volvo","Mercedes","VW","Ford","Audi",,,,,
6193,"Male",58,"VW","BMW","Fiat","Opel",,,,,,
6194,"Male",39,"Fiat","Mercedes","Peugeot","BMW","Audi","Daewoo",,,,
6195,"Female",38,"Daewoo","Lexus","Hyundai","Porsche","Ford",,,,,
6196,"Male",48,"Opel","VW","Porsche","Mercedes",,,,,,
6197,"Male",28,"VW","Fiat","Opel","Audi","Toyota",,,,,
6198,"Female",47,"VW","Renault","Hyundai","Audi","Chrysler",,,,,
6199,"Female",39,"Porsche","Volvo","Dodge","BMW","Honda",,,,,
6200,"Female",44,"Renault","Daewoo","Volvo","Honda","Ford","Toyota","Opel",,,
6201,"Male",33,"Lexus","Fiat",,,,,,,,
6202,"Female",37,"Dodge",,,,,,,,,
6203,"Male",44,"Peugeot","Mercedes","Fiat","Volvo","Ford",,,,,
6204,"Male",32,"VW","Fiat","Audi","Peugeot","Hyundai",,,,,
6205,"Male",37,"Daewoo","Toyota","Chrysler","VW","Opel","Lexus",,,,
6206,"Male",,"Opel","Dodge","Hyundai",,,,,,,
6207,"Female",32,"Dodge","Toyota","Daewoo",,,,,,,
6208,"Male",41,"VW","Honda","Volvo","Ford","Chrysler","Fiat",,,,
6209,"Female",43,"Renault","Daewoo",,,,,,,,
6210,"Male",43,"Dodge","Audi","Hyundai",,,,,,,
6211,"Female",23,"BMW","Volvo","Mercedes","Fiat","Honda","Chrysler",,,,
6212,"Male",46,"Fiat",,,,,,,,,
6213,"Male",,"Audi","Ford","Daewoo",,,,,,,
6214,"Female",39,"Dodge","Volvo","Ford","Porsche","Audi",,,,,
6215,"Female",36,"Audi","Ford","Porsche","VW",,,,,,
6216,"Female",35,"BMW","Daewoo","Lexus","Peugeot","VW",,,,,
6217,"Male",47,"Toyota","BMW","Ford","Audi","Renault","Honda",,,,
6218,"Female",29,"Lexus","Daewoo",,,,,,,,
6219,"Male",49,"Volvo","Toyota","Renault","Dodge","Mercedes",,,,,
6220,"Male",42,"Volvo","Opel","Fiat","Lexus",,,,,,
6221,"Female",46,"BMW","Opel","Lexus",,,,,,,
6222,"Female",,"Honda","Renault","VW",,,,,,,
6223,"Male",49,"Renault","Opel",,,,,,,,
6224,"Female",,"VW","Audi","Honda","Renault","Hyundai","Peugeot",,,,
6225,"Female",39,"Chrysler","Lexus","Renault",,,,,,,
6226,"Male",18,"BMW","Dodge","Hyundai","Lexus",,,,,,
6227,"Female",36,"Honda","Hyundai","VW","Audi",,,,,,
6228,"Female",36,"VW","BMW","Chrysler","Dodge","Fiat",,,,,
6229,"Male",57,"Renault","Opel","Mercedes","Peugeot",,,,,,
6230,"Female",,"Renault","Volvo","Daewoo","VW","Dodge","Toyota",,,,
6231,"Male",49,"Mercedes","Volvo","Hyundai","BMW","Opel","Dodge","Porsche",,,
6232,,42,"Renault","Ford",,,,,,,,
6233,"Male",38,"Fiat","Chrysler","Porsche","Daewoo",,,,,,
6234,"Female",36,"Ford","Daewoo","Opel","VW","Honda",,,,,
6235,"Male",28,"Toyota","Fiat","Porsche","Audi","Volvo",,,,,
6236,"Male",39,"Honda","Audi",,,,,,,,
6237,"Male",33,"Renault","Audi","Chrysler","Toyota",,,,,,
6238,"Male",44,"Fiat","Volvo","Dodge","Audi","Toyota","Chrysler","BMW","Hyundai",,
6239,"Male",48,"BMW","Lexus","Honda","Chrysler",,,,,,
6240,"Female",26,"Honda","Renault","BMW","Audi","Hyundai","VW","Opel","Mercedes",,
6241,"Female",33,"Chrysler","Opel",,,,,,,,
6242,"Male",44,"Chrysler","Opel","BMW","VW","Hyundai","Toyota","Renault",,,
6243,"Female",38,"VW","BMW","Chrysler","Lexus","Audi","Dodge","Toyota","Opel",,
6244,"Male",52,"VW","Fiat",,,,,,,,
6245,"Male",,"Volvo",,,,,,,,,
6246,"Male",27,"BMW","Audi","VW","Toyota",,,,,,
6247,"Female",40,"Fiat","Toyota","Audi","Lexus","BMW","Dodge","Renault",,,
6248,"Male",48,"BMW","VW",,,,,,,,
6249,"Male",27,"Honda","VW","Hyundai",,,,,,,
6250,"Female",,"Opel","VW","Peugeot",,,,,,,
6251,"Male",40,"Dodge","Peugeot","Mercedes",,,,,,,
6252,,37,"Fiat","Ford","Lexus",,,,,,,
6253,"Female",40,"VW","Chrysler","Daewoo","Renault","Toyota","Fiat",,,,
6254,"Female",54,"Renault","Toyota","Honda","VW","Peugeot",,,,,
6255,"Female",51,"BMW","Audi","Renault",,,,,,,
6256,"Male",55,"VW",,,,,,,,,
6257,"Male",47,"Opel","Fiat","Ford",,,,,,,
6258,"Male",31,"VW","Lexus","Ford","Dodge","Toyota",,,,,
6259,"Female",40,"Opel","Audi","Honda",,,,,,,
6260,"Male",45,"Daewoo","VW",,,,,,,,
6261,"Male",29,"VW","Honda","Toyota","Ford",,,,,,
6262,"Male",,"Mercedes","Audi","VW","Dodge","Fiat","Daewoo",,,,
6263,"Female",28,"Audi","Toyota","Ford","Honda",,,,,,
6264,"Male",36,"Ford","BMW","VW","Peugeot","Opel","Renault","Honda","Chrysler",,
6265,"Male",27,"Opel","Audi","Peugeot","Volvo","Mercedes","Porsche",,,,
6266,"Female",54,"Toyota","BMW","Peugeot","Volvo","Porsche",,,,,
6267,"Female",50,"Volvo","Lexus","Hyundai","Ford",,,,,,
6268,"Female",48,"Fiat",,,,,,,,,
6269,"Male",30,"Fiat","Ford","BMW","Opel",,,,,,
6270,"Male",44,"Volvo","Fiat","Daewoo","Honda","Porsche","BMW",,,,
6271,"Male",44,"BMW","VW","Audi","Lexus",,,,,,
6272,"Male",31,"Porsche","Dodge",,,,,,,,
6273,"Male",18,"VW",,,,,,,,,
6274,"Female",47,"Ford","BMW","Lexus","VW",,,,,,
6275,"Male",42,"BMW",,,,,,,,,
6276,"Female",36,"VW","Lexus","Opel","Dodge","Audi","Hyundai","Fiat","Honda",,
6277,"Male",34,"Dodge","Lexus","BMW",,,,,,,
6278,"Female",25,"Ford","Fiat","VW","BMW","Hyundai",,,,,
6279,"Female",46,"Fiat","Opel","Dodge","VW",,,,,,
6280,"Male",39,"Honda","Opel","Ford","Mercedes",,,,,,
6281,"Male",,"Porsche","Lexus","Daewoo",,,,,,,
6282,"Male",47,"VW","Honda","Hyundai","Dodge","Lexus","Ford","Renault","Toyota",,
6283,"Male",38,"Fiat",,,,,,,,,
6284,"Male",34,"Renault","Fiat","Mercedes","Peugeot","Opel",,,,,
6285,"Male",41,"Hyundai","Porsche",,,,,,,,
6286,"Female",39,"Chrysler","Opel","VW","Porsche",,,,,,
6287,"Female",18,"Ford","Hyundai","Daewoo","Porsche","VW","Honda",,,,
6288,"Male",43,"Dodge","Volvo","Hyundai","Toyota","Opel","Honda",,,,
6289,"Male",47,"Hyundai","Chrysler","Dodge",,,,,,,
6290,"Male",21,"Toyota","VW","Daewoo","Renault","Fiat","Hyundai",,,,
6291,"Female",32,"Audi",,,,,,,,,
6292,"Female",25,"Ford","Dodge","Chrysler","Audi","Opel",,,,,
6293,"Male",57,"Volvo","Peugeot","Mercedes","VW","Honda","Fiat","Porsche",,,
6294,"Female",31,"VW","Mercedes",,,,,,,,
6295,"Male",38,"BMW","Mercedes","Audi","Fiat",,,,,,
6296,"Male",47,"VW","Hyundai","Peugeot",,,,,,,
6297,"Male",62,"Volvo","BMW","Honda",,,,,,,
6298,"Female",40,"Mercedes","Dodge","VW","Peugeot",,,,,,
6299,"Female",40,"Honda","Lexus","Audi","Chrysler",,,,,,
6300,"Male",,"Hyundai","VW","Audi",,,,,,,
6301,"Male",40,"Ford","Audi","Porsche","Renault","Hyundai","Dodge","VW",,,
6302,"Female",,"Fiat","Ford","Chrysler",,,,,,,
6303,"Female",34,"Honda","BMW","Audi","Dodge",,,,,,
6304,"Male",59,"Audi","Fiat","VW","Dodge",,,,,,
6305,"Male",,"Porsche",,,,,,,,,
6306,"Female",35,"Honda","Chrysler","Toyota","VW",,,,,,
6307,"Female",45,"Peugeot","VW","BMW",,,,,,,
6308,"Male",23,"Audi","BMW","Opel","Daewoo","Toyota","Dodge","Fiat","VW","Honda",
6309,"Female",35,"Opel","Dodge","Honda","Volvo",,,,,,
6310,"Male",47,"BMW","Renault","Audi","Ford",,,,,,
6311,"Male",46,"Ford","Volvo","VW","Audi","Dodge",,,,,
6312,"Female",53,"Renault","Toyota","BMW","VW","Mercedes","Honda","Opel",,,
6313,"Male",52,"VW","Porsche","Toyota","Fiat","Audi","Dodge",,,,
6314,"Female",27,"Audi","Ford","VW",,,,,,,
6315,"Male",47,"Hyundai","BMW","Lexus","Fiat","Renault",,,,,
6316,"Male",41,"Audi","Toyota","VW","BMW","Dodge","Hyundai",,,,
6317,"Female",35,"BMW","Opel","Ford","Chrysler","VW","Lexus",,,,
6318,"Male",,"Honda","Chrysler","Opel","VW",,,,,,
6319,"Male",35,"Opel","Volvo","VW","Dodge","Fiat",,,,,
6320,"Male",44,"Ford","Chrysler","Daewoo","VW",,,,,,
6321,"Female",,"Porsche","Audi","Opel",,,,,,,
6322,"Female",49,"Porsche","Honda","Lexus","Opel","Audi",,,,,
6323,"Male",56,"Porsche","Volvo","Ford","Audi","VW",,,,,
6324,"Female",39,"BMW","Ford","VW","Opel","Lexus","Honda",,,,
6325,"Female",43,"Daewoo","Honda",,,,,,,,
6326,"Male",37,"BMW",,,,,,,,,
6327,"Male",30,"Toyota","Ford","Audi","Peugeot","BMW",,,,,
6328,"Male",55,"Audi","Renault","Volvo","VW",,,,,,
6329,"Female",48,"BMW","Opel","Fiat",,,,,,,
6330,"Male",42,"Chrysler","Hyundai","Honda","Toyota",,,,,,
6331,"Female",33,"BMW","Ford","Renault","Chrysler","Fiat",,,,,
6332,"Male",53,"Dodge","Ford","Audi","Opel","Mercedes",,,,,
6333,"Male",26,"Audi","Honda","Hyundai","Opel",,,,,,
6334,"Male",22,"Chrysler","Mercedes","Audi","Daewoo","BMW","Porsche","VW",,,
6335,"Female",48,"Ford","VW","Renault",,,,,,,
6336,"Female",45,"Chrysler","BMW","Peugeot",,,,,,,
6337,"Male",29,"Mercedes","Ford","Daewoo","Chrysler","Lexus","Opel",,,,
6338,"Male",47,"Fiat","Dodge","BMW",,,,,,,
6339,"Female",46,"Peugeot",,,,,,,,,
6340,"Female",45,"Honda",,,,,,,,,
6341,"Male",39,"Daewoo","Honda","Ford","VW",,,,,,
6342,"Female",30,"Honda","Hyundai","Porsche",,,,,,,
6343,"Female",32,"BMW","Fiat",,,,,,,,
6344,"Female",36,"Dodge","Audi","Mercedes",,,,,,,
6345,"Male",,"Hyundai","Daewoo","BMW","Renault","Porsche",,,,,
6346,"Female",42,"Opel","Honda","Fiat","VW","Lexus",,,,,
6347,"Male",45,"Peugeot","Hyundai",,,,,,,,
6348,"Male",62,"Hyundai","Fiat","Opel","BMW","Porsche",,,,,
6349,"Male",43,"VW","Fiat",,,,,,,,
6350,"Male",38,"Peugeot","Honda","Renault","VW","Audi",,,,,
6351,"Male",,"VW","Lexus","Fiat","Opel",,,,,,
6352,"Male",37,"Ford",,,,,,,,,
6353,"Female",51,"Toyota","VW","Renault","Peugeot","Volvo","Honda",,,,
6354,"Male",26,"Renault","Opel","Fiat","Daewoo",,,,,,
6355,"Female",42,"Dodge","BMW","Volvo","Peugeot",,,,,,
6356,"Male",43,"Opel","Volvo","BMW","VW",,,,,,
6357,"Male",,"VW",,,,,,,,,
6358,"Male",38,"Toyota","Ford","Daewoo","Audi","VW","Hyundai","Mercedes","Dodge","Fiat",
6359,"Male",45,"VW","BMW","Volvo","Renault","Toyota","Fiat",,,,
6360,"Male",43,"VW","Honda","Toyota",,,,,,,
6361,"Female",37,"Chrysler","Lexus","Audi","Toyota",,,,,,
6362,"Male",38,"Audi","Renault","Mercedes","Daewoo",,,,,,
6363,"Female",48,"VW","Dodge",,,,,,,,
6364,"Male",47,"Opel",,,,,,,,,
6365,"Male",56,"VW","Dodge","BMW","Mercedes","Renault",,,,,
6366,"Male",50,"Fiat","Daewoo","Honda","Mercedes","Dodge","BMW","Audi",,,
6367,"Male",37,"BMW","Honda","Ford","VW","Dodge",,,,,
6368,"Male",,"Renault","Volvo",,,,,,,,
6369,"Male",23,"Mercedes","Chrysler","Toyota","VW","Fiat","Ford","Renault","Peugeot",,
6370,"Female",44,"Ford","VW","Dodge","Lexus","BMW","Chrysler","Opel",,,
6371,"Female",56,"Mercedes","VW","Opel","Porsche","Toyota","Volvo",,,,
6372,"Male",52,"Opel","VW",,,,,,,,
6373,"Male",46,"Volvo","BMW",,,,,,,,
6374,"Male",,"BMW","Dodge",,,,,,,,
6375,"Female",53,"Toyota","Lexus",,,,,,,,
6376,"Male",44,"Porsche","Renault","Toyota",,,,,,,
6377,"Female",18,"BMW","Fiat","Honda",,,,,,,
6378,"Female",34,"Chrysler",,,,,,,,,
6379,"Male",52,"Renault","Peugeot","VW",,,,,,,
6380,"Female",32,"Porsche","Audi","Ford","Peugeot",,,,,,
6381,"Male",44,"Lexus","Honda","Porsche","Mercedes","Daewoo","Toyota",,,,
6382,"Male",57,"Honda","Ford","Peugeot","Opel","Dodge","Audi","Volvo",,,
6383,"Male",47,"Mercedes","Chrysler","Hyundai",,,,,,,
6384,"Female",25,"Daewoo","VW","Opel","Ford",,,,,,
6385,"Male",37,"VW","BMW","Toyota","Renault",,,,,,
6386,"Female",29,"Honda","VW","Opel","BMW","Mercedes","Toyota",,,,
6387,"Male",,"Porsche","BMW","Peugeot",,,,,,,
6388,"Female",29,"VW","BMW","Lexus","Ford",,,,,,
6389,"Female",20,"Fiat","BMW","VW",,,,,,,
6390,"Male",49,"Toyota","Volvo","Opel","Chrysler","Daewoo","VW","Mercedes",,,
6391,"Male",35,"Volvo","Chrysler","Renault","Mercedes",,,,,,
6392,"Female",,"VW","Daewoo","Lexus","Dodge","Porsche","Honda","Chrysler",,,
6393,"Male",,"Audi","Fiat","Hyundai","Ford","Lexus","BMW",,,,
6394,"Female",36,"Daewoo","Porsche","Hyundai","BMW","Audi","Lexus","Opel",,,
6395,"Male",30,"Audi","Peugeot",,,,,,,,
6396,"Male",31,"Mercedes","VW","Porsche","Lexus",,,,,,
6397,"Male",34,"BMW","VW","Opel","Audi",,,,,,
6398,"Female",35,"VW","Honda",,,,,,,,
6399,"Male",43,"BMW","VW","Audi",,,,,,,
6400,"Male",,"Volvo",,,,,,,,,
6401,"Male",42,"Peugeot","Ford","Opel","BMW","Renault",,,,,
6402,"Male",24,"BMW","Lexus","Volvo","Ford","Fiat",,,,,
6403,"Female",32,"BMW","Daewoo","Lexus","Ford","Opel","Porsche","Dodge",,,
6404,"Male",38,"Daewoo","Dodge","BMW","Audi","Lexus","Fiat","Volvo",,,
6405,"Female",19,"Ford","Dodge","Lexus","Mercedes",,,,,,
6406,"Female",40,"Mercedes","Dodge",,,,,,,,
6407,"Male",37,"Fiat","Peugeot","Hyundai","Renault","Mercedes","VW","BMW",,,
6408,"Male",51,"Dodge","Hyundai","Peugeot","Daewoo","Honda","BMW","Ford",,,
6409,"Female",52,"Daewoo","Honda","VW",,,,,,,
6410,"Female",40,"Daewoo","Peugeot",,,,,,,,
6411,"Male",,"Daewoo","Dodge","BMW",,,,,,,
6412,"Male",37,"Fiat","Mercedes","Hyundai","BMW","Volvo","VW","Peugeot",,,
6413,,39,"BMW","Toyota","Dodge","Mercedes","Lexus","Audi",,,,
6414,"Male",33,"Ford","Mercedes","Honda",,,,,,,
6415,"Male",50,"Hyundai","Ford",,,,,,,,
6416,"Female",38,"Ford","Renault",,,,,,,,
6417,"Male",48,"Fiat","Dodge","Daewoo",,,,,,,
6418,"Male",36,"Porsche","VW","Ford","Renault",,,,,,
6419,"Female",41,"Opel","Dodge","Ford","Audi","Porsche",,,,,
6420,"Female",,"Renault","Hyundai",,,,,,,,
6421,"Female",32,"Lexus","Toyota","Renault","Mercedes","Volvo","Opel",,,,
6422,"Female",,"VW","Ford","BMW","Daewoo","Audi","Volvo",,,,
6423,"Male",45,"Chrysler","Dodge","Mercedes","Toyota",,,,,,
6424,"Male",39,"Peugeot","VW","Porsche","Audi",,,,,,
6425,"Male",,"Ford","Porsche","Audi",,,,,,,
6426,"Male",58,"VW","Opel","Peugeot",,,,,,,
6427,"Female",37,"Chrysler","VW","Daewoo",,,,,,,
6428,"Male",21,"Lexus","BMW","Opel","Peugeot",,,,,,
6429,"Male",48,"Renault","Dodge",,,,,,,,
6430,"Female",32,"Audi","Toyota","Lexus","Opel",,,,,,
6431,"Female",49,"VW","Opel","Ford","Mercedes","BMW","Dodge","Porsche","Audi",,
6432,"Female",40,"Renault","VW","Honda","Mercedes","BMW",,,,,
6433,"Female",,"Ford","Dodge",,,,,,,,
6434,"Male",42,"Hyundai","Porsche","Mercedes",,,,,,,
6435,"Male",36,"Toyota","Daewoo","Porsche","Lexus",,,,,,
6436,"Male",30,"Mercedes","Lexus",,,,,,,,
6437,"Female",39,"Volvo","Porsche","Ford","Lexus","Toyota","Fiat","Honda",,,
6438,"Male",30,"Mercedes","Fiat","Porsche","Daewoo","VW",,,,,
6439,"Male",31,"Audi","Toyota","Hyundai","Fiat",,,,,,
6440,"Male",,"Peugeot","Opel",,,,,,,,
6441,"Female",24,"Opel","Dodge","Porsche",,,,,,,
6442,"Female",,"Fiat","Ford","Dodge","VW","Audi","Opel","Lexus",,,
6443,"Male",26,"VW","BMW","Daewoo","Mercedes",,,,,,
6444,"Female",64,"Mercedes","Audi","Daewoo","Porsche","VW",,,,,
6445,"Male",33,"VW","Toyota",,,,,,,,
6446,"Male",59,"Volvo","Fiat","VW","Mercedes",,,,,,
6447,"Female",25,"BMW","Peugeot","Volvo","Daewoo",,,,,,
6448,"Male",,"BMW",,,,,,,,,
6449,"Female",35,"Opel","Dodge","Hyundai",,,,,,,
6450,"Female",44,"VW","Ford","Dodge","Lexus","Porsche",,,,,
